name,median,lo,hi,in
stredopravica,69.0,60,80,1.0
stredopravica + HLAS,95.0,84,107,1.0
stredopravica + HLAS bez OĽaNO,77.0,67,88,1.0
SMER + SNS + HLAS,48.0,37,59,1.0
pragmatici + nacionalisti + HLAS,74.0,64,85,1.0
pragmatici + nacionalisti,71.0,60,82,1.0
