name,median,lo,hi,in
stredopravica,66.0,58,75,1.0
stredopravica + HLAS,92.0,83,103,1.0
stredopravica + HLAS bez OĽaNO,75.0,67,85,1.0
SMER + SNS + HLAS,48.0,36,57,1.0
pragmatici + nacionalisti + HLAS,73.0,64,83,1.0
pragmatici + nacionalisti,70.0,60,79,1.0
