name,median,lo,hi,in
stredopravica,76.0,58,92,1.0
stredopravica + HLAS,96.5,80,115,1.0
stredopravica + HLAS bez OĽaNO,82.0,65,101,1.0
SMER + SNS + HLAS,53.0,35,70,1.0
pragmatici + nacionalisti + HLAS,74.0,58,92,1.0
pragmatici + nacionalisti,62.0,46,80,1.0
