name,median,lo,hi,in
stredopravica,67.0,58,78,1.0
stredopravica + HLAS,94.0,84,108,1.0
stredopravica + HLAS bez OĽaNO,77.0,68,89,1.0
SMER + SNS + HLAS,51.0,39,61,1.0
pragmatici + nacionalisti + HLAS,78.0,67,88,1.0
pragmatici + nacionalisti,73.0,63,84,1.0
