name,median,lo,hi,in
stredopravica,65.0,48,83,1.0
stredopravica + HLAS,94.0,78,110,1.0
stredopravica + HLAS bez OĽaNO,87.0,70,107,1.0
SMER + SNS + HLAS,56.0,40,72,1.0
pragmatici + nacionalisti + HLAS,85.0,67,102,1.0
pragmatici + nacionalisti,67.0,50,84,1.0
