name,median,lo,hi,in
stredopravica,62.0,52,73,1.0
stredopravica + HLAS,90.0,80,101,1.0
stredopravica + HLAS bez OĽaNO,74.5,64,85,1.0
SMER + SNS + HLAS,54.0,42,64,1.0
pragmatici + nacionalisti + HLAS,82.0,71,94,1.0
pragmatici + nacionalisti,76.0,65,88,1.0
