name,median,lo,hi,in
stredopravica,65.0,47,83,1.0
stredopravica + HLAS,93.0,79,111,1.0
stredopravica + HLAS bez OĽaNO,87.0,70,105,1.0
SMER + SNS + HLAS,57.0,39,71,1.0
pragmatici + nacionalisti + HLAS,85.0,67,103,1.0
pragmatici + nacionalisti,68.0,51,84,1.0
