name,median,lo,hi,in
stredopravica,76.0,57,94,1.0
stredopravica + HLAS,97.0,79,115,1.0
stredopravica + HLAS bez OĽaNO,83.0,65,103,1.0
SMER + SNS + HLAS,53.0,35,71,1.0
pragmatici + nacionalisti + HLAS,74.0,56,93,1.0
pragmatici + nacionalisti,61.0,45,81,1.0
