name,median,lo,hi,in
stredopravica,49.0,34,62,1.0
stredopravica + HLAS,78.0,64,91,1.0
stredopravica + HLAS bez OĽaNO,68.0,57,81,1.0
SMER + SNS + HLAS,61.0,49,75,1.0
pragmatici + nacionalisti + HLAS,91.0,78,107,1.0
pragmatici + nacionalisti,77.0,64,90,1.0
