name,median,lo,hi,in
stredopravica,66.0,45,83,1.0
stredopravica + HLAS,94.0,76,110,1.0
stredopravica + HLAS bez OĽaNO,87.0,70,106,1.0
SMER + SNS + HLAS,56.0,40,74,1.0
pragmatici + nacionalisti + HLAS,84.0,67,105,1.0
pragmatici + nacionalisti,68.0,51,87,1.0
