name,median,lo,hi,in
stredopravica,69.0,60,80,1.0
stredopravica + HLAS,95.5,85,110,1.0
stredopravica + HLAS bez OĽaNO,77.0,68,89,1.0
SMER + SNS + HLAS,49.0,37,60,1.0
pragmatici + nacionalisti + HLAS,75.0,65,86,1.0
pragmatici + nacionalisti,71.0,62,82,1.0
