name,median,lo,hi,in
stredopravica,49.0,33,62,1.0
stredopravica + HLAS,78.0,64,91,1.0
stredopravica + HLAS bez OĽaNO,67.0,56,83,1.0
SMER + SNS + HLAS,61.5,50,76,1.0
pragmatici + nacionalisti + HLAS,90.0,79,108,1.0
pragmatici + nacionalisti,76.0,65,92,1.0
