name,median,lo,hi,in
stredopravica,71.0,62,80,1.0
stredopravica + HLAS,96.0,87,108,1.0
stredopravica + HLAS bez OĽaNO,80.0,70,90,1.0
SMER + SNS + HLAS,71.0,62,81,1.0
pragmatici + nacionalisti + HLAS,73.0,64,82,1.0
pragmatici + nacionalisti,48.0,38,57,1.0
