name,median,lo,hi,in
stredopravica,65.0,46,82,1.0
stredopravica + HLAS,93.0,78,110,1.0
stredopravica + HLAS bez OĽaNO,87.0,71,105,1.0
SMER + SNS + HLAS,57.0,40,72,1.0
pragmatici + nacionalisti + HLAS,85.0,68,104,1.0
pragmatici + nacionalisti,68.0,50,85,1.0
