name,median,lo,hi,in
stredopravica,49.0,33,62,1.0
stredopravica + HLAS,78.0,65,90,1.0
stredopravica + HLAS bez OĽaNO,67.0,56,82,1.0
SMER + SNS + HLAS,61.0,50,74,1.0
pragmatici + nacionalisti + HLAS,90.0,79,106,1.0
pragmatici + nacionalisti,76.0,64,91,1.0
