name,median,lo,hi,in
stredopravica,65.0,54,77,1.0
stredopravica + HLAS,95.0,83,107,1.0
stredopravica + HLAS bez OĽaNO,77.0,67,90,1.0
SMER + SNS + HLAS,55.0,42,67,1.0
pragmatici + nacionalisti + HLAS,85.0,73,96,1.0
pragmatici + nacionalisti,75.0,63,87,1.0
