name,median,lo,hi,in
stredopravica,65.0,55,78,1.0
stredopravica + HLAS,94.0,83,108,1.0
stredopravica + HLAS bez OĽaNO,77.0,65,90,1.0
SMER + SNS + HLAS,56.0,42,67,1.0
pragmatici + nacionalisti + HLAS,84.0,72,95,1.0
pragmatici + nacionalisti,75.0,63,87,1.0
