id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,32.0,32,33,1.0,32
4,0.0,0,0,0.0,0
5,16.0,16,17,1.0,16
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,11.0,11,12,1.0,11
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,11.0,11,11,1.0,11
16,41.0,40,41,1.0,41
17,27.0,26,27,1.0,27
18,0.0,0,0,0.0,0
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,12.0,12,13,1.0,12
24,0.0,0,0,0.0,0
25,0.0,0,0,0.0,0
