name,median,lo,hi,in
stredopravica,50.0,34,63,1.0
stredopravica + HLAS,78.0,64,92,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,81,1.0
SMER + SNS + HLAS,61.0,49,75,1.0
pragmatici + nacionalisti + HLAS,90.0,77,106,1.0
pragmatici + nacionalisti,76.0,63,91,1.0
