name,median,lo,hi,in
stredopravica,65.0,48,81,1.0
stredopravica + HLAS,93.0,78,110,1.0
stredopravica + HLAS bez OĽaNO,87.0,69,106,1.0
SMER + SNS + HLAS,57.0,40,72,1.0
pragmatici + nacionalisti + HLAS,85.0,69,102,1.0
pragmatici + nacionalisti,67.0,51,84,1.0
