name,median,lo,hi,in
stredopravica,69.0,61,79,1.0
stredopravica + HLAS,94.0,85,108,1.0
stredopravica + HLAS bez OĽaNO,78.0,69,89,1.0
SMER + SNS + HLAS,48.0,37,58,1.0
pragmatici + nacionalisti + HLAS,73.0,64,83,1.0
pragmatici + nacionalisti,71.0,61,80,1.0
