name,median,lo,hi,in
stredopravica,62.0,51,73,1.0
stredopravica + HLAS,89.0,79,103,1.0
stredopravica + HLAS bez OĽaNO,74.0,64,87,1.0
SMER + SNS + HLAS,55.0,43,65,1.0
pragmatici + nacionalisti + HLAS,82.0,71,94,1.0
pragmatici + nacionalisti,76.0,65,87,1.0
