name,median,lo,hi,in
PS + OĽaNO + KDH + SaS,73.0,71,74,1.0
stredopravica + HLAS,99.0,98,100,1.0
stredopravica + HLAS bez OĽaNO,82.0,81,84,1.0
SMER + SNS + HLAS,77.0,76,79,1.0
SMER + HLAS + KDH,79.0,78,81,1.0
SMER + SNS,51.0,50,52,1.0
