name,median,lo,hi,in
stredopravica,71.0,65,80,1.0
stredopravica + HLAS,97.0,88,109,1.0
stredopravica + HLAS bez OĽaNO,81.0,73,91,1.0
SMER + SNS + HLAS,73.0,64,80,1.0
pragmatici + nacionalisti + HLAS,74.0,66,82,1.0
pragmatici + nacionalisti,48.0,39,57,1.0
