name,median,lo,hi,in
stredopravica,70.0,62,80,1.0
stredopravica + HLAS,96.0,87,109,1.0
stredopravica + HLAS bez OĽaNO,80.0,71,90,1.0
SMER + SNS + HLAS,71.0,61,79,1.0
pragmatici + nacionalisti + HLAS,73.0,63,82,1.0
pragmatici + nacionalisti,47.0,36,56,1.0
