name,median,lo,hi,in
stredopravica,61.0,50,71,1.0
stredopravica + HLAS,90.0,79,103,1.0
stredopravica + HLAS bez OĽaNO,73.0,63,85,1.0
SMER + SNS + HLAS,55.0,41,66,1.0
pragmatici + nacionalisti + HLAS,84.0,72,97,1.0
pragmatici + nacionalisti,75.0,64,89,1.0
