name,median,lo,hi,in
stredopravica,72.0,64,81,1.0
stredopravica + HLAS,97.0,87,109,1.0
stredopravica + HLAS bez OĽaNO,82.0,73,92,1.0
SMER + SNS + HLAS,72.0,63,80,1.0
pragmatici + nacionalisti + HLAS,74.0,64,82,1.0
pragmatici + nacionalisti,48.0,38,58,1.0
