id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,25.0,18,33,1.0,24
4,0.0,0,0,0.0,0
5,13.0,0,18,0.709,13
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,0.0,0,11,0.293,0
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,11.0,0,15,0.899,11
16,37.0,27,47,1.0,36
17,29.0,20,38,1.0,29
18,11.0,0,15,0.9,11
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,11.0,0,15,0.926,11
24,0.0,0,0,0.0,0
25,14.0,10,19,0.994,15
