id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,33.0,20,47,0.999,34
4,0.0,0,0,0.0,0
5,0.0,0,18,0.421,0
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,10.0,0,15,0.617,10
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,11.0,0,16,0.711,11
16,30.0,17,44,1.0,30
17,29.0,17,43,0.995,29
18,0.0,0,0,0.0,0
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,18.0,10,27,0.978,18
24,0.0,0,0,0.0,0
25,18.0,10,26,0.986,18
