name,median,lo,hi,in
stredopravica,76.0,56,93,1.0
stredopravica + HLAS,97.0,79,114,1.0
stredopravica + HLAS bez OĽaNO,82.0,64,104,1.0
SMER + SNS + HLAS,53.0,36,71,1.0
pragmatici + nacionalisti + HLAS,74.0,57,93,1.0
pragmatici + nacionalisti,61.5,45,79,1.0
