name,median,lo,hi,in
stredopravica,77.0,56,94,1.0
stredopravica + HLAS,97.0,78,117,1.0
stredopravica + HLAS bez OĽaNO,83.0,64,102,1.0
SMER + SNS + HLAS,53.0,33,72,1.0
pragmatici + nacionalisti + HLAS,73.0,56,94,1.0
pragmatici + nacionalisti,61.0,45,80,1.0
