name,median,lo,hi,in
stredopravica,49.0,34,61,1.0
stredopravica + HLAS,78.0,65,90,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,82,1.0
SMER + SNS + HLAS,62.0,50,75,1.0
pragmatici + nacionalisti + HLAS,91.0,79,106,1.0
pragmatici + nacionalisti,77.0,65,91,1.0
