name,median,lo,hi,in
stredopravica,69.0,61,81,1.0
stredopravica + HLAS,94.5,85,108,1.0
stredopravica + HLAS bez OĽaNO,78.0,69,89,1.0
SMER + SNS + HLAS,47.0,37,57,1.0
pragmatici + nacionalisti + HLAS,73.0,64,83,1.0
pragmatici + nacionalisti,70.0,61,80,1.0
