name,median,lo,hi,in
stredopravica,50.0,33,63,1.0
stredopravica + HLAS,79.0,64,93,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,82,1.0
SMER + SNS + HLAS,61.0,49,75,1.0
pragmatici + nacionalisti + HLAS,90.0,78,107,1.0
pragmatici + nacionalisti,76.0,64,91,1.0
