name,median,lo,hi,in
stredopravica,74.0,70,78,1.0
stredopravica + HLAS,100.0,94,106,1.0
stredopravica + HLAS bez OĽaNO,83.0,78,88,1.0
SMER + SNS + HLAS,76.0,70,79,1.0
pragmatici + nacionalisti + HLAS,76.0,71,79,1.0
pragmatici + nacionalisti,50.0,44,54,1.0
