name,median,lo,hi,in
stredopravica,49.0,33,62,1.0
stredopravica + HLAS,78.0,64,91,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,81,1.0
SMER + SNS + HLAS,61.0,50,76,1.0
pragmatici + nacionalisti + HLAS,91.0,79,107,1.0
pragmatici + nacionalisti,76.0,65,91,1.0
