name,median,lo,hi,in
stredopravica,69.0,61,78,1.0
stredopravica + HLAS,94.0,85,107,1.0
stredopravica + HLAS bez OĽaNO,77.0,68,89,1.0
SMER + SNS + HLAS,48.0,37,58,1.0
pragmatici + nacionalisti + HLAS,73.0,63,82,1.0
pragmatici + nacionalisti,71.0,61,80,1.0
