name,median,lo,hi,in
stredopravica,58.0,41,71,1.0
stredopravica + HLAS,88.0,73,103,1.0
stredopravica + HLAS bez OĽaNO,76.0,63,92,1.0
SMER + SNS + HLAS,57.0,42,71,1.0
pragmatici + nacionalisti + HLAS,87.0,74,103,1.0
pragmatici + nacionalisti,77.0,64,92,1.0
