name,median,lo,hi,in
PS + OĽaNO + KDH + SaS,72.0,71,73,1.0
stredopravica + HLAS,98.0,98,100,1.0
stredopravica + HLAS bez OĽaNO,82.0,81,83,1.0
SMER + SNS + HLAS,78.0,77,79,1.0
SMER + HLAS + KDH,80.0,78,81,1.0
SMER + SNS,52.0,50,52,1.0
