name,median,lo,hi,in
PS + OĽaNO + KDH + SaS,71.0,70,73,1.0
stredopravica + HLAS,98.0,97,99,1.0
stredopravica + HLAS bez OĽaNO,81.0,80,83,1.0
SMER + SNS + HLAS,79.0,77,80,1.0
SMER + HLAS + KDH,80.0,79,81,1.0
SMER + SNS,52.0,51,53,1.0
