name,median,lo,hi,in
stredopravica,74.0,67,81,1.0
stredopravica + HLAS,100.0,92,108,1.0
stredopravica + HLAS bez OĽaNO,83.0,76,91,1.0
SMER + SNS + HLAS,75.0,67,79,1.0
pragmatici + nacionalisti + HLAS,75.0,68,80,1.0
pragmatici + nacionalisti,49.0,41,56,1.0
