name,median,lo,hi,in
stredopravica,49.0,35,62,1.0
stredopravica + HLAS,78.0,64,91,1.0
stredopravica + HLAS bez OĽaNO,68.0,56,84,1.0
SMER + SNS + HLAS,62.0,50,75,1.0
pragmatici + nacionalisti + HLAS,90.5,78,105,1.0
pragmatici + nacionalisti,76.0,63,90,1.0
