name,median,lo,hi,in
stredopravica,70.0,61,80,1.0
stredopravica + HLAS,96.0,85,109,1.0
stredopravica + HLAS bez OĽaNO,78.0,68,89,1.0
SMER + SNS + HLAS,49.0,38,59,1.0
pragmatici + nacionalisti + HLAS,75.0,64,85,1.0
pragmatici + nacionalisti,73.0,62,82,1.0
