name,median,lo,hi,in
stredopravica,74.0,72,76,1.0
stredopravica + HLAS,100.0,98,102,1.0
stredopravica + HLAS bez OĽaNO,83.0,81,85,1.0
SMER + SNS + HLAS,76.0,74,78,1.0
pragmatici + nacionalisti + HLAS,76.0,74,78,1.0
pragmatici + nacionalisti,50.0,48,52,1.0
