name,median,lo,hi,in
stredopravica,65.0,54,76,1.0
stredopravica + HLAS,94.0,84,107,1.0
stredopravica + HLAS bez OĽaNO,77.0,66,90,1.0
SMER + SNS + HLAS,56.0,43,66,1.0
pragmatici + nacionalisti + HLAS,85.0,74,96,1.0
pragmatici + nacionalisti,75.0,64,87,1.0
