name,median,lo,hi,in
stredopravica,64.0,52,74,1.0
stredopravica + HLAS,92.0,80,106,1.0
stredopravica + HLAS bez OĽaNO,75.0,63,89,1.0
SMER + SNS + HLAS,52.0,38,63,1.0
pragmatici + nacionalisti + HLAS,80.0,69,93,1.0
pragmatici + nacionalisti,76.0,65,89,1.0
