name,median,lo,hi,in
stredopravica,62.0,52,73,1.0
stredopravica + HLAS,90.0,80,104,1.0
stredopravica + HLAS bez OĽaNO,74.0,64,87,1.0
SMER + SNS + HLAS,54.0,43,66,1.0
pragmatici + nacionalisti + HLAS,82.0,71,95,1.0
pragmatici + nacionalisti,76.0,66,88,1.0
