id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,25.0,20,31,1.0,24
4,0.0,0,0,0.0,0
5,18.0,13,22,0.995,16
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,9.0,0,11,0.543,9
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,10.0,0,13,0.856,9
16,38.0,30,46,1.0,35
17,28.0,22,35,1.0,26
18,9.0,0,12,0.561,8
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,15.0,12,19,1.0,14
24,0.0,0,0,0.0,0
25,9.0,0,12,0.62,9
