name,median,lo,hi,in
stredopravica,76.0,55,93,1.0
stredopravica + HLAS,98.0,79,115,1.0
stredopravica + HLAS bez OĽaNO,83.0,66,104,1.0
SMER + SNS + HLAS,52.0,35,71,1.0
pragmatici + nacionalisti + HLAS,74.0,57,95,1.0
pragmatici + nacionalisti,61.0,45,82,1.0
