name,median,lo,hi,in
stredopravica,71.0,63,81,1.0
stredopravica + HLAS,96.0,86,109,1.0
stredopravica + HLAS bez OĽaNO,79.0,71,90,1.0
SMER + SNS + HLAS,71.0,61,79,1.0
pragmatici + nacionalisti + HLAS,72.0,63,82,1.0
pragmatici + nacionalisti,47.0,37,57,1.0
