name,median,lo,hi,in
stredopravica,63.0,53,75,1.0
stredopravica + HLAS,91.0,81,105,1.0
stredopravica + HLAS bez OĽaNO,74.0,63,87,1.0
SMER + SNS + HLAS,54.0,40,63,1.0
pragmatici + nacionalisti + HLAS,81.0,70,92,1.0
pragmatici + nacionalisti,75.0,64,87,1.0
