name,median,lo,hi,in
stredopravica,73.0,71,74,1.0
stredopravica + HLAS,99.0,98,101,1.0
stredopravica + HLAS bez OĽaNO,82.0,80,84,1.0
SMER + SNS + HLAS,77.0,75,79,1.0
SMER + HLAS + KDH,79.0,78,81,1.0
pragmatici + nacionalisti,51.0,49,52,1.0
