name,median,lo,hi,in
stredopravica,64.5,47,81,1.0
stredopravica + HLAS,93.0,78,108,1.0
stredopravica + HLAS bez OĽaNO,87.0,70,104,1.0
SMER + SNS + HLAS,57.0,42,72,1.0
pragmatici + nacionalisti + HLAS,85.5,69,103,1.0
pragmatici + nacionalisti,68.0,52,84,1.0
