id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,27.0,20,35,1.0,26
4,0.0,0,0,0.0,0
5,17.0,13,23,0.986,17
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,9.0,0,12,0.58,9
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,10.0,0,13,0.747,10
16,38.0,29,46,1.0,36
17,29.0,22,36,1.0,28
18,0.0,0,0,0.004,0
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,15.0,11,19,0.997,14
24,0.0,0,0,0.0,0
25,11.0,0,14,0.886,10
