name,median,lo,hi,in
stredopravica,72.0,64,82,1.0
stredopravica + HLAS,98.0,88,109,1.0
stredopravica + HLAS bez OĽaNO,82.0,73,92,1.0
SMER + SNS + HLAS,73.0,63,81,1.0
pragmatici + nacionalisti + HLAS,75.0,65,82,1.0
pragmatici + nacionalisti,49.0,38,58,1.0
