name,median,lo,hi,in
stredopravica,71.0,63,81,1.0
stredopravica + HLAS,96.0,87,110,1.0
stredopravica + HLAS bez OĽaNO,80.0,72,91,1.0
SMER + SNS + HLAS,70.0,61,80,1.0
pragmatici + nacionalisti + HLAS,72.0,63,82,1.0
pragmatici + nacionalisti,47.0,36,57,1.0
