name,median,lo,hi,in
stredopravica,76.0,55,92,1.0
stredopravica + HLAS,97.0,80,113,1.0
stredopravica + HLAS bez OĽaNO,82.0,65,102,1.0
SMER + SNS + HLAS,53.0,37,70,1.0
pragmatici + nacionalisti + HLAS,74.0,58,94,1.0
pragmatici + nacionalisti,61.0,46,79,1.0
