name,median,lo,hi,in
PS + OĽaNO + KDH + SaS,73.0,71,75,1.0
stredopravica + HLAS,100.0,98,101,1.0
stredopravica + HLAS bez OĽaNO,83.0,81,84,1.0
SMER + SNS + HLAS,77.0,75,79,1.0
SMER + HLAS + KDH,79.0,77,81,1.0
SMER + SNS,50.0,49,52,1.0
