name,median,lo,hi,in
stredopravica,76.0,55,93,1.0
stredopravica + HLAS,97.0,79,114,1.0
stredopravica + HLAS bez OĽaNO,83.0,64,103,1.0
SMER + SNS + HLAS,53.0,36,71,1.0
pragmatici + nacionalisti + HLAS,74.0,57,95,1.0
pragmatici + nacionalisti,62.0,45,80,1.0
