name,median,lo,hi,in
stredopravica,74.0,70,77,1.0
stredopravica + HLAS,100.0,94,103,1.0
stredopravica + HLAS bez OĽaNO,83.0,78,86,1.0
SMER + SNS + HLAS,76.0,71,79,1.0
pragmatici + nacionalisti + HLAS,76.0,72,80,1.0
pragmatici + nacionalisti,50.0,46,55,1.0
