name,median,lo,hi,in
stredopravica,76.0,56,94,1.0
stredopravica + HLAS,96.0,80,113,1.0
stredopravica + HLAS bez OĽaNO,82.0,66,105,1.0
SMER + SNS + HLAS,54.0,37,70,1.0
pragmatici + nacionalisti + HLAS,74.0,56,94,1.0
pragmatici + nacionalisti,62.0,44,80,1.0
