name,median,lo,hi,in
stredopravica,76.0,58,94,1.0
stredopravica + HLAS,97.0,81,115,1.0
stredopravica + HLAS bez OĽaNO,82.0,64,102,1.0
SMER + SNS + HLAS,53.0,35,69,1.0
pragmatici + nacionalisti + HLAS,74.0,56,92,1.0
pragmatici + nacionalisti,61.0,45,81,1.0
