name,median,lo,hi,in
stredopravica,60.0,50,73,1.0
stredopravica + HLAS,90.0,78,104,1.0
stredopravica + HLAS bez OĽaNO,73.0,62,86,1.0
SMER + SNS + HLAS,55.0,41,66,1.0
pragmatici + nacionalisti + HLAS,84.0,71,97,1.0
pragmatici + nacionalisti,75.0,64,88,1.0
