name,median,lo,hi,in
stredopravica,61.0,50,73,1.0
stredopravica + HLAS,89.0,79,103,1.0
stredopravica + HLAS bez OĽaNO,73.0,63,86,1.0
SMER + SNS + HLAS,55.0,43,66,1.0
pragmatici + nacionalisti + HLAS,84.0,73,95,1.0
pragmatici + nacionalisti,75.0,64,87,1.0
